"title","url","views","posted_date","channel_name","channel_url","thumbnail","embeded_code","duration","description","category","plays_at","captions","play_log","clip_cleared","clip_contact"
"Wake (Hillsong Young and Free) lyric video","https://youtube.com/watch?v=io2WOQ-3aVs","45M views","8 years ago","Mallorie McGraw","https://youtube.com/c/MalGal05","https://i.ytimg.com/vi/io2WOQ-3aVs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAHrZGYjcBw-qu-hmVQRw-H0HUZXw","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/io2WOQ-3aVs"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:34","I put this together with some footage I took at the youths summer camp along with using some of Hillsongs footage from their alive ...","","","","","",""
"Wake (Live from Summercamp) - Hillsong Young & Free","https://youtube.com/watch?v=e33zCUm1ZnY","15M views","8 years ago","Hillsong Young & Free","https://youtube.com/channel/UCkz279yr_NLgqMguzVo8udw","https://i.ytimg.com/vi/e33zCUm1ZnY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgnzl8q5rlIEVgLQ9hdV-ILKlJnA","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/e33zCUm1ZnY"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:40","Official video from Hillsong Young & Free's second single, WAKE. Click here to listen to the latest from Hillsong Young & Free: ...","","","","","",""
"WAKE - Swallow the Light (OFFICIAL VIDEO)","https://youtube.com/watch?v=e6fhvOfEO2M","21K views","1 month ago","Metal Blade Records","https://youtube.com/c/metalbladerecords","https://i.ytimg.com/vi/e6fhvOfEO2M/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6UPHM-HjsCNLc_M7zBVHXRs-_8Q","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/e6fhvOfEO2M"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","6:27","Directed by Michael Jari Davidson @MJD_DOP Produced by Michael Jari Davidson Album produced, engineered, mixed, and ...","","","","","",""
"Hillsong Young & Free - Wake (Lyrics)","https://youtube.com/watch?v=kzCmGrlQJzk","892K views","1 year ago","Let It Overflow","https://youtube.com/channel/UCm0ILN6Do_hj8yxlg5eKMvw","https://i.ytimg.com/vi/kzCmGrlQJzk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCv-F9XlHZkIvjyq2J4wUD2G6lbnQ","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kzCmGrlQJzk"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:32","","","","","","",""
"Avicii - Wake Me Up (Official Video)","https://youtube.com/watch?v=IcrbM1l_BoI","2.1B views","8 years ago","Avicii","https://youtube.com/channel/UCPHjpfnnGklkRBBTd0k6aHg","https://i.ytimg.com/vi/IcrbM1l_BoI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaPTCml7FiG2tX32frnP7_90JUsQ","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/IcrbM1l_BoI"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:33","Feeling my way through the darkness Guided by a beating heart I can't tell where the journey will end But I know where to start ...","","","","","",""
"Terrian - Wake Up (Official Music Video)","https://youtube.com/watch?v=-Wmw9L2jBg8","296K views","8 months ago","Terrian","https://youtube.com/channel/UC6bWXuTerKlroiGyS_5uPBw","https://i.ytimg.com/vi/-Wmw9L2jBg8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDhUTEdbvmMqRCmLDMn0ZNH2jS4pw","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/-Wmw9L2jBg8"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:09","Wake Up (a short film) Directed by Diego Brawn for Velasco Visuals & Gabe Patillo. Story by Gabe Patillo, Terrian Woods & Diego ...","","","","","",""
"Wake Up Song - A silly wake up song to get you moving! Gets very fast!","https://youtube.com/watch?v=4qCxsUUU3MI","1.6M views","1 year ago","Silly School Education","https://youtube.com/c/SillySchoolEducation","https://i.ytimg.com/vi/4qCxsUUU3MI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtwY_3A9DuFFYFSPqeqKUFMR9fQg","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/4qCxsUUU3MI"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","2:38","Wake Up Song - A fun, upbeat, wake up song to wake up your whole class or assembly (or just yourself if you're at home) and get ...","","","","","",""
"Hong Kong Is a 'Wake-Up Call for the World'","https://youtube.com/watch?v=Y8M6pPiZBTE","8.9K views","12 hours ago","ReasonTV","https://youtube.com/user/ReasonTV","https://i.ytimg.com/vi/Y8M6pPiZBTE/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZ1DcWjkWvuvC35Mf5-Apv-oz0jw","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Y8M6pPiZBTE"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","45:06","Former 'Apple Daily' writer Simon Lee says China's crackdown reveals the CCP's ambitions for global authoritarianism.","","","","","",""
"Wake Up Pranks || Funniest Frights Show #42","https://youtube.com/watch?v=9sFNPJ3eAhE","59K views","3 days ago","Puro Fail SH","https://youtube.com/c/PuroFailSH","https://i.ytimg.com/vi/9sFNPJ3eAhE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCVkanLV0g5RrcvYgboVJORulScyQ","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/9sFNPJ3eAhE"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","10:43","The Funniest Frights Show #42 is presented by Sam. For today show we have a special show: ""Wake Up Pranks"" presented by ...","","","","","",""
"WAKE UP AT THIS TIME THE WHOLE UNIVERSE WILL WORK FOR YOU | SADHGURU","https://youtube.com/watch?v=C8Hg_OmptxU","8.4K views","13 hours ago","Ride with Mystic","https://youtube.com/c/RidewithMYSTIC","https://i.ytimg.com/vi/C8Hg_OmptxU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADgg22hR-PcdiiITiDCADEdXLrKw","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/C8Hg_OmptxU"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","5:19","Ride with MYSTIC has the authorization of the owner to sadhguru content in any distribution or channels – offline and online ...","","","","","",""
"Wake - Hillsong UNITED","https://youtube.com/watch?v=WI0U-vdMCPU","1.2M views","3 years ago","Hillsong UNITED","https://youtube.com/channel/UCsOoQeBWPnfWBYAwmO795zg","https://i.ytimg.com/vi/WI0U-vdMCPU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOIwNQiNUsTvPVMq_aYBvrsHuFmA","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/WI0U-vdMCPU"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:36","Wake by Hillsong UNITED recorded on the Hillsong Tour 2017. Subscribe to Hillsong UNITED on YouTube: ...","","","","","",""
"WAKE | LifePoint Kids Worship with Motions","https://youtube.com/watch?v=QrfsWtlqM_k","25K views","1 year ago","LifePoint Church","https://youtube.com/c/lifeptchurch1","https://i.ytimg.com/vi/QrfsWtlqM_k/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCG5vOSDySW9eEINJ8QI4rypCBM_w","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrfsWtlqM_k"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:35","Stay Connected Website: https://lifepointchurch.org/kids LifePoint Church on Facebook: https://lifept.cc/facebook-kids LifePoint ...","","","","","",""
"Wake- Hillsong Y&F Live (Dance Cover by IgniteWorship)","https://youtube.com/watch?v=8G0MuEIGcrU","5.3M views","3 years ago","GraceKids Español","https://youtube.com/c/GraceKidsEspa%C3%B1ol","https://i.ytimg.com/vi/8G0MuEIGcrU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqxsCiDMKMhFygBxROeUZzce9gpQ","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/8G0MuEIGcrU"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:36","If you guys are new to the channel, please subscribe and leave a like as well for many new videos. Hope you guys enjoy and God ...","","","","","",""
"Wham! - Wake Me Up Before You Go-Go (Official Video)","https://youtube.com/watch?v=pIgZ7gMze7A","401M views","12 years ago","Wham!","https://youtube.com/channel/UCT41vlFeZ_asAUCY7BOiJVQ","https://i.ytimg.com/vi/pIgZ7gMze7A/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDcT2n3ZgPaEtoEud1Qcow-hQfSg","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/pIgZ7gMze7A"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","3:54","#Wham #WakeMeUpBeforeYouGoGo #WhamOfficial #MoonKnight #MarvelStudios #GeorgeMichael #Whamofficialvideo ...","","","","","",""
"WAKE || HILLSONG YOUNG & FREE || MOTIONS","https://youtube.com/watch?v=6qFGrIDHdJI","359K views","5 years ago","chapelhill kids","https://youtube.com/channel/UCx8eCuBZv990l9o10Lp7gSQ","https://i.ytimg.com/vi/6qFGrIDHdJI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-cx4L74-PiFMMEYnAuWUqHNr3cg","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/6qFGrIDHdJI"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:29","Thanks to Hillsong Young & Free for this song: Wake Listen to it here ▻ https://youtu.be/io2WOQ-3aVs SUBSCRIBE TO OUR ...","","","","","",""
"Wake Lyric Video - Hillsong Young and Free","https://youtube.com/watch?v=ghfylDoJVl4","188K views","6 years ago","Turning Hearts Ministries International","https://youtube.com/c/TurningheartsministriesOrg","https://i.ytimg.com/vi/ghfylDoJVl4/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9uBfSpdaDAyMdinYPDmVcmU-5ZA","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ghfylDoJVl4"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","4:36","Get this worship album today! https://itunes.apple.com/us/album/we-are-young-free-live/id701061776.","","","","","",""
"Waake | (Full HD) | Gurnam Bhullar | Mixsingh | Punjabi Songs 2019 | Punjabi Songs 2019","https://youtube.com/watch?v=EwDkeAGLg9E","83M views","3 years ago","Jass Records","https://youtube.com/user/officialjassrecords","https://i.ytimg.com/vi/EwDkeAGLg9E/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAMcq1z3jVZ848N64XnYIWbc1xsfg","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/EwDkeAGLg9E"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","5:50","Song Lyrics : Mix sing Gurnam Bhullar Sade shonk nawaba jehe, Kukde fair bandooka de, Geda police v mare na, Sade pind dia ...","","","","","",""
"Ayo & Teo - Lit Right Now (Official Fortnite Music Video) | Wake Up Emote","https://youtube.com/watch?v=nevPD4W-c_8","1.5M views","1 year ago","Placid","https://youtube.com/c/PlacidYT","https://i.ytimg.com/vi/nevPD4W-c_8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-jb7l4tUD7m658Pd7CZa_ZMJTZg","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/nevPD4W-c_8"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","3:14","Ayo & Teo - Lit Right Now (Official Fortnite Music Video) | Wake Up Emote @Ayo & Teo @Fortnite IF YOU WANT TO HELP!","","","","","",""
